START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
"Saturday, March 26, 2016","Saturday, March 26, 2016",Personal,Kissimmee,Orlando,8.8,
"Saturday, March 26, 2016","Saturday, March 26, 2016",Personal,Lake Reams,Lake Reams,1.2,
"Sunday, March 27, 2016","Sunday, March 27, 2016",Business,Lake Reams,Lake Reams,2.1,Errand/Supplies
"Sunday, March 27, 2016","Sunday, March 27, 2016",Business,Orlando,Kissimmee,6.6,Meal/Entertain
"Sunday, March 27, 2016","Sunday, March 27, 2016",Business,Kissimmee,Orlando,6.1,Customer Visit
"Sunday, March 27, 2016","Sunday, March 27, 2016",Personal,Orlando,Orlando,6.9,
"Sunday, March 27, 2016","Sunday, March 27, 2016",Personal,Orlando,Kissimmee,7.3,
"Monday, March 28, 2016","Monday, March 28, 2016",Personal,Kissimmee,Orlando,3.6,
"Monday, March 28, 2016","Monday, March 28, 2016",Personal,Couples Glen,Vista East,27.2,
"Monday, March 28, 2016","Monday, March 28, 2016",Personal,Orlando,Kissimmee,25.7,
"Tuesday, March 29, 2016","Tuesday, March 29, 2016",Personal,Kissimmee,Orlando,13.6,
"Tuesday, March 29, 2016","Tuesday, March 29, 2016",Personal,Sand Lake Commons,Sky Lake,6.2,
"Tuesday, March 29, 2016","Tuesday, March 29, 2016",Personal,Sky Lake,Sand Lake Commons,6,
"Tuesday, March 29, 2016","Tuesday, March 29, 2016",Personal,Orlando,Kissimmee,13.8,
"Wednesday, March 30, 2016","Wednesday, March 30, 2016",Business,Orlando,Kissimmee,28.8,Meal/Entertain
"Thursday, March 31, 2016","Thursday, March 31, 2016",Business,Kissimmee,Orlando,16.1,Temporary Site
"Thursday, March 31, 2016","Thursday, March 31, 2016",Business,Orlando,Kissimmee,16.4,Meal/Entertain
"Friday, April 1, 2016","Friday, April 1, 2016",Business,Kissimmee,Kissimmee,11,Meeting
"Friday, April 1, 2016","Friday, April 1, 2016",Business,Kissimmee,Orlando,15.5,Customer Visit
"Friday, April 1, 2016","Friday, April 1, 2016",Business,Orlando,Kissimmee,20.3,Meeting
"Friday, April 1, 2016","Friday, April 1, 2016",Personal,Kissimmee,Kissimmee,0.7,
"Saturday, April 2, 2016","Saturday, April 2, 2016",Personal,Kissimmee,Kissimmee,5.5,
"Saturday, April 2, 2016","Saturday, April 2, 2016",Personal,Kissimmee,Kissimmee,5.1,
"Saturday, April 2, 2016","Saturday, April 2, 2016",Business,Kissimmee,Daytona Beach,77.3,Customer Visit
"Saturday, April 2, 2016","Saturday, April 2, 2016",Business,Daytona Beach,Jacksonville,80.5,Customer Visit
"Saturday, April 2, 2016","Saturday, April 2, 2016",Business,Jacksonville,Ridgeland,174.2,Customer Visit
"Saturday, April 2, 2016","Sunday, April 3, 2016",Business,Ridgeland,Florence,144,Meeting
"Sunday, April 3, 2016","Sunday, April 3, 2016",Business,Florence,Cary,159.3,Meeting
"Tuesday, April 5, 2016","Tuesday, April 5, 2016",Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
"Wednesday, April 6, 2016","Wednesday, April 6, 2016",Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
"Thursday, April 7, 2016","Thursday, April 7, 2016",Business,Cary,Morrisville,6.1,Meal/Entertain
"Thursday, April 7, 2016","Thursday, April 7, 2016",Business,Morrisville,Cary,6.1,Errand/Supplies
"Friday, April 8, 2016","Friday, April 8, 2016",Business,Cary,Durham,10.5,Meeting
"Friday, April 8, 2016","Friday, April 8, 2016",Business,Durham,Cary,8.7,Meal/Entertain
"Friday, April 8, 2016","Friday, April 8, 2016",Business,Westpark Place,Whitebridge,1.8,Errand/Supplies
"Friday, April 8, 2016","Friday, April 8, 2016",Business,Cary,Raleigh,19.1,Meeting
"Friday, April 8, 2016","Friday, April 8, 2016",Business,Raleigh,Cary,18.6,Meeting
"Tuesday, April 12, 2016","Tuesday, April 12, 2016",Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
"Tuesday, April 12, 2016","Tuesday, April 12, 2016",Business,Cary,Raleigh,8.9,Meeting
"Tuesday, April 12, 2016","Tuesday, April 12, 2016",Business,Meredith,Cedar Hill,7.5,Customer Visit
"Tuesday, April 12, 2016","Tuesday, April 12, 2016",Business,Raleigh,Morrisville,15.9,Meeting
"Tuesday, April 12, 2016","Tuesday, April 12, 2016",Business,Morrisville,Cary,6.5,Meal/Entertain
"Thursday, April 14, 2016","Thursday, April 14, 2016",Business,Cary,Holly Springs,15.3,Temporary Site
"Thursday, April 14, 2016","Thursday, April 14, 2016",Business,Holly Springs,Cary,13.7,Temporary Site
"Friday, April 15, 2016","Friday, April 15, 2016",Business,Cary,Raleigh,11.9,Temporary Site
"Friday, April 15, 2016","Friday, April 15, 2016",Business,Meredith Townes,Harden Place,1.4,Errand/Supplies
"Friday, April 15, 2016","Friday, April 15, 2016",Business,Raleigh,Cary,15.2,Meeting
"Saturday, April 16, 2016","Saturday, April 16, 2016",Business,Cary,Morrisville,6,Errand/Supplies
"Saturday, April 16, 2016","Saturday, April 16, 2016",Business,Morrisville,Cary,6.1,Meal/Entertain
"Tuesday, April 19, 2016","Tuesday, April 19, 2016",Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain
"Tuesday, April 19, 2016","Tuesday, April 19, 2016",Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
"Friday, April 22, 2016","Friday, April 22, 2016",Business,Cary,Raleigh,13.6,Meeting
"Friday, April 22, 2016","Friday, April 22, 2016",Business,Raleigh,Cary,22.5,Meeting
"Friday, April 22, 2016","Friday, April 22, 2016",Business,Cary,Durham,10.4,Meeting
"Friday, April 22, 2016","Friday, April 22, 2016",Business,Durham,Cary,10,Meeting
"Saturday, April 23, 2016","Saturday, April 23, 2016",Business,Whitebridge,Tanglewood,6,Meal/Entertain
"Saturday, April 23, 2016","Saturday, April 23, 2016",Business,Tanglewood,Whitebridge,6.5,Meal/Entertain
"Sunday, April 24, 2016","Sunday, April 24, 2016",Business,Cary,Morrisville,3.1,Errand/Supplies
"Sunday, April 24, 2016","Sunday, April 24, 2016",Business,Chessington,Chessington,1.9,Errand/Supplies
"Sunday, April 24, 2016","Sunday, April 24, 2016",Business,Morrisville,Cary,4.2,Between Offices
"Wednesday, April 27, 2016","Wednesday, April 27, 2016",Business,Whitebridge,Burtrose,4.9,Between Offices
"Wednesday, April 27, 2016","Wednesday, April 27, 2016",Business,Burtrose,Whitebridge,4.8,Between Offices
"Thursday, April 28, 2016","Thursday, April 28, 2016",Business,Cary,Raleigh,12.4,Customer Visit
"Thursday, April 28, 2016","Thursday, April 28, 2016",Business,Raleigh,Cary,32.8,Customer Visit
"Thursday, April 28, 2016","Thursday, April 28, 2016",Business,Morrisville,Cary,5.5,Customer Visit
"Friday, April 29, 2016","Friday, April 29, 2016",Business,Cary,Durham,9.9,Meeting
"Friday, April 29, 2016","Friday, April 29, 2016",Business,Durham,Cary,10,Meeting
"Friday, April 29, 2016","Friday, April 29, 2016",Business,Cary,Durham,14.2,Customer Visit
"Friday, April 29, 2016","Friday, April 29, 2016",Business,Durham,Cary,18.2,Meeting
"Saturday, April 30, 2016","Saturday, April 30, 2016",Business,Whitebridge,Waverly Place,7.7,Meal/Entertain
"Saturday, April 30, 2016","Saturday, April 30, 2016",Business,Waverly Place,Whitebridge,6.8,
"Sunday, May 1, 2016","Sunday, May 1, 2016",Business,Whitebridge,Westpark Place,2.1,Meal/Entertain
"Sunday, May 1, 2016","Sunday, May 1, 2016",Business,Westpark Place,Whitebridge,2.3,
"Sunday, May 1, 2016","Sunday, May 1, 2016",Business,Whitebridge,Tanglewood,6.2,Between Offices
"Sunday, May 1, 2016","Sunday, May 1, 2016",Business,Tanglewood,Parkway,7.5,Meeting
"Sunday, May 1, 2016","Sunday, May 1, 2016",Business,Parkway,Whitebridge,3.1,Errand/Supplies
"Monday, May 2, 2016","Monday, May 2, 2016",Business,Whitebridge,Westpark Place,2.2,Errand/Supplies
"Monday, May 2, 2016","Monday, May 2, 2016",Business,Westpark Place,Whitebridge,3.9,Meal/Entertain
"Tuesday, May 3, 2016","Tuesday, May 3, 2016",Business,Morrisville,Cary,2.5,Meal/Entertain
"Wednesday, May 4, 2016","Wednesday, May 4, 2016",Business,Cary,Morrisville,8.7,Meal/Entertain
"Wednesday, May 4, 2016","Wednesday, May 4, 2016",Business,Mcvan,Capitol One,14.5,Errand/Supplies
"Wednesday, May 4, 2016","Wednesday, May 4, 2016",Business,Capitol One,University District,4.5,Meal/Entertain
"Wednesday, May 4, 2016","Wednesday, May 4, 2016",Business,University District,Capitol One,5,Meal/Entertain
"Thursday, May 5, 2016","Thursday, May 5, 2016",Business,Seattle,Redmond,14.2,Meal/Entertain
"Thursday, May 5, 2016","Thursday, May 5, 2016",Business,Redmond,Bellevue,2.9,Errand/Supplies
"Thursday, May 5, 2016","Friday, May 6, 2016",Business,Bellevue,Seattle,12.9,Meeting
"Friday, May 6, 2016","Friday, May 6, 2016",Business,Capitol One,Mcvan,14.4,Meeting
"Friday, May 6, 2016","Friday, May 6, 2016",Business,Chapel Hill,Morrisville,17,Meeting
"Friday, May 6, 2016","Friday, May 6, 2016",Business,Morrisville,Cary,7.9,Customer Visit
"Monday, May 9, 2016","Monday, May 9, 2016",Business,Cary,Morrisville,8.4,Customer Visit
"Monday, May 9, 2016","Monday, May 9, 2016",Business,San Francisco,Palo Alto,20.5,Between Offices
"Monday, May 9, 2016","Monday, May 9, 2016",Business,Palo Alto,Sunnyvale,9.8,Customer Visit
"Monday, May 9, 2016","Monday, May 9, 2016",Business,Sunnyvale,Newark,17.6,Customer Visit
"Tuesday, May 10, 2016","Tuesday, May 10, 2016",Business,Newark,Menlo Park,9.3,Customer Visit
"Tuesday, May 10, 2016","Tuesday, May 10, 2016",Business,Menlo Park,Newark,7.9,Customer Visit
"Wednesday, May 11, 2016","Wednesday, May 11, 2016",Business,Newark,San Francisco,25.6,Meeting
"Wednesday, May 11, 2016","Wednesday, May 11, 2016",Business,Morrisville,Cary,8.1,Meeting
"Saturday, May 14, 2016","Saturday, May 14, 2016",Business,Cary,Morrisville,3.1,Meal/Entertain
"Saturday, May 14, 2016","Saturday, May 14, 2016",Business,Morrisville,Cary,3.1,Meal/Entertain
"Tuesday, May 17, 2016","Tuesday, May 17, 2016",Business,Whitebridge,Preston,2.8,Errand/Supplies
"Tuesday, May 17, 2016","Tuesday, May 17, 2016",Business,Preston,Westpark Place,2.7,Errand/Supplies
"Tuesday, May 17, 2016","Tuesday, May 17, 2016",Business,Westpark Place,Whitebridge,1.9,Errand/Supplies
"Wednesday, May 18, 2016","Wednesday, May 18, 2016",Business,Cary,Morrisville,8.4,Customer Visit
"Wednesday, May 18, 2016","Wednesday, May 18, 2016",Business,Morrisville,Raleigh,7.6,Customer Visit
"Thursday, May 19, 2016","Thursday, May 19, 2016",Business,Old City,Parkway Museums,2.9,Meal/Entertain
"Friday, May 20, 2016","Friday, May 20, 2016",Business,Old City,Hog Island,11.2,Meeting
"Friday, May 20, 2016","Friday, May 20, 2016",Business,Morrisville,Cary,8.2,Meal/Entertain
"Sunday, May 22, 2016","Sunday, May 22, 2016",Business,Cary,Morrisville,3,Meal/Entertain
"Sunday, May 22, 2016","Sunday, May 22, 2016",Business,Morrisville,Cary,2.5,Meal/Entertain
"Monday, May 23, 2016","Monday, May 23, 2016",Business,Whitebridge,Savon Height,3.6,Meal/Entertain
"Monday, May 23, 2016","Monday, May 23, 2016",Business,Savon Height,Whitebridge,3.6,Errand/Supplies
"Friday, May 27, 2016","Friday, May 27, 2016",Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies
"Friday, May 27, 2016","Friday, May 27, 2016",Business,Savon Height,Kilarney Woods,1.2,
"Friday, May 27, 2016","Friday, May 27, 2016",Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies
"Saturday, May 28, 2016","Saturday, May 28, 2016",Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies
"Saturday, May 28, 2016","Saturday, May 28, 2016",Business,Cary,Morrisville,6.1,Meal/Entertain
"Saturday, May 28, 2016","Saturday, May 28, 2016",Business,Morrisville,Cary,11.3,Customer Visit
"Tuesday, May 31, 2016","Tuesday, May 31, 2016",Business,Cary,Raleigh,14.9,Meeting
"Tuesday, May 31, 2016","Tuesday, May 31, 2016",Business,Raleigh,Cary,14,Meeting
"Tuesday, May 31, 2016","Tuesday, May 31, 2016",Business,Westpark Place,Whitebridge,1.8,
"Wednesday, June 1, 2016","Wednesday, June 1, 2016",Business,Cary,Morrisville,6.7,Customer Visit
"Wednesday, June 1, 2016","Wednesday, June 1, 2016",Business,Morrisville,Cary,9.6,Meeting
"Friday, June 3, 2016","Friday, June 3, 2016",Business,Cary,Durham,10.4,Meeting
"Friday, June 3, 2016","Friday, June 3, 2016",Business,Durham,Cary,9.9,Meeting
"Friday, June 3, 2016","Friday, June 3, 2016",Business,Cary,Morrisville,6,Meal/Entertain
"Friday, June 3, 2016","Friday, June 3, 2016",Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
"Friday, June 3, 2016","Friday, June 3, 2016",Business,Morrisville,Cary,3.1,Errand/Supplies
"Friday, June 3, 2016","Friday, June 3, 2016",Business,Huntington Woods,Weston,1.7,Errand/Supplies
"Friday, June 3, 2016","Friday, June 3, 2016",Business,Morrisville,Cary,4,Between Offices
"Sunday, June 5, 2016","Sunday, June 5, 2016",Business,Whitebridge,Savon Height,7.8,Customer Visit
"Sunday, June 5, 2016","Sunday, June 5, 2016",Business,Cary,Morrisville,7.8,Customer Visit
"Sunday, June 5, 2016","Sunday, June 5, 2016",Business,Weston,Weston,3.8,Meal/Entertain
"Sunday, June 5, 2016","Sunday, June 5, 2016",Business,Morrisville,Cary,2.5,Meal/Entertain
"Sunday, June 5, 2016","Sunday, June 5, 2016",Business,Cary,Durham,9.9,Meeting
"Sunday, June 5, 2016","Monday, June 6, 2016",Business,Durham,Cary,9.9,Meeting
"Monday, June 6, 2016","Monday, June 6, 2016",Business,Whitebridge,Hazelwood,3,Errand/Supplies
"Monday, June 6, 2016","Monday, June 6, 2016",Business,Hazelwood,Whitebridge,2.4,Errand/Supplies
"Monday, June 6, 2016","Monday, June 6, 2016",Business,Cary,Apex,5.7,Meal/Entertain
"Monday, June 6, 2016","Monday, June 6, 2016",Business,Apex,Cary,7.2,Meal/Entertain
"Monday, June 6, 2016","Monday, June 6, 2016",Business,Cary,Durham,10.4,Meeting
"Monday, June 6, 2016","Monday, June 6, 2016",Business,Durham,Cary,9.9,Meeting
"Tuesday, June 7, 2016","Tuesday, June 7, 2016",Business,Cary,Durham,10.4,Meeting
"Tuesday, June 7, 2016","Wednesday, June 8, 2016",Business,Durham,Cary,9.9,Meeting
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Cary,Morrisville,8.7,Meal/Entertain
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Jamaica,New York,22.3,Errand/Supplies
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Medical Centre,Tudor City,0.7,Errand/Supplies
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Rose Hill,Soho,2.5,Meal/Entertain
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Soho,Tribeca,0.5,Errand/Supplies
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Tribeca,Financial District,0.9,Errand/Supplies
"Wednesday, June 8, 2016","Wednesday, June 8, 2016",Business,Financial District,Kips Bay,4.8,Errand/Supplies
"Friday, June 10, 2016","Friday, June 10, 2016",Business,New York,Jamaica,16.3,Meeting
"Friday, June 10, 2016","Friday, June 10, 2016",Business,Cary,Durham,10.4,Meeting
"Friday, June 10, 2016","Saturday, June 11, 2016",Business,Durham,Cary,9.9,Meeting
"Saturday, June 11, 2016","Saturday, June 11, 2016",Business,Cary,Morrisville,3.7,Errand/Supplies
"Saturday, June 11, 2016","Saturday, June 11, 2016",Business,Morrisville,Cary,4.6,Meal/Entertain
"Saturday, June 11, 2016","Saturday, June 11, 2016",Business,Westpark Place,Whitebridge,1.7,
"Saturday, June 11, 2016","Saturday, June 11, 2016",Business,Cary,Durham,10.4,Meeting
"Saturday, June 11, 2016","Sunday, June 12, 2016",Business,Durham,Cary,9.9,Meeting
"Sunday, June 12, 2016","Sunday, June 12, 2016",Business,Cary,Morrisville,2.5,Meal/Entertain
"Sunday, June 12, 2016","Sunday, June 12, 2016",Business,Morrisville,Cary,4.3,Errand/Supplies
"Sunday, June 12, 2016","Sunday, June 12, 2016",Business,Parkway,Whitebridge,2.8,Errand/Supplies
"Monday, June 13, 2016","Monday, June 13, 2016",Business,Cary,Morrisville,8.4,Meal/Entertain
"Monday, June 13, 2016","Monday, June 13, 2016",Business,Oakland,Emeryville,13.2,Meeting
"Monday, June 13, 2016","Monday, June 13, 2016",Business,Emeryville,Berkeley,3.9,Meal/Entertain
"Monday, June 13, 2016","Monday, June 13, 2016",Business,Berkeley,Oakland,5.1,Meal/Entertain
"Monday, June 13, 2016","Monday, June 13, 2016",Business,Oakland,Unknown Location,5.2,Customer Visit
"Tuesday, June 14, 2016","Tuesday, June 14, 2016",Business,Emeryville,San Francisco,9.8,
"Tuesday, June 14, 2016","Tuesday, June 14, 2016",Business,San Francisco,Emeryville,11.6,Meeting
"Tuesday, June 14, 2016","Tuesday, June 14, 2016",Business,Emeryville,Oakland,5.1,Meeting
"Tuesday, June 14, 2016","Tuesday, June 14, 2016",Business,Downtown,Bay Farm Island,9.3,Errand/Supplies
"Wednesday, June 15, 2016","Wednesday, June 15, 2016",Business,Kenner,New Orleans,12.4,Between Offices
"Wednesday, June 15, 2016","Wednesday, June 15, 2016",Business,CBD,Lower Garden District,1.9,Between Offices
"Wednesday, June 15, 2016","Wednesday, June 15, 2016",Business,Lower Garden District,Lakeview,6.4,Customer Visit
"Wednesday, June 15, 2016","Wednesday, June 15, 2016",Personal,Lakeview,Storyville,5.5,
"Wednesday, June 15, 2016","Wednesday, June 15, 2016",Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain
"Thursday, June 16, 2016","Thursday, June 16, 2016",Business,New Orleans,Metairie,14.5,
"Thursday, June 16, 2016","Thursday, June 16, 2016",Business,Metairie,Kenner,2.7,
"Thursday, June 16, 2016","Thursday, June 16, 2016",Business,Kenner,New Orleans,15,
"Thursday, June 16, 2016","Thursday, June 16, 2016",Business,New Orleans,Kenner,12.9,
"Thursday, June 16, 2016","Thursday, June 16, 2016",Business,Kenner,New Orleans,13.6,
"Friday, June 17, 2016","Friday, June 17, 2016",Business,New Orleans,Kenner,12.2,
"Saturday, June 18, 2016","Saturday, June 18, 2016",Business,Morrisville,Cary,8.7,
"Sunday, June 19, 2016","Sunday, June 19, 2016",Business,Cary,Raleigh,6,
"Sunday, June 19, 2016","Sunday, June 19, 2016",Business,Raleigh,Cary,5.9,
"Tuesday, June 21, 2016","Tuesday, June 21, 2016",Business,Cary,Raleigh,19.3,
"Tuesday, June 21, 2016","Tuesday, June 21, 2016",Business,Raleigh,Cary,16.6,Meal/Entertain
"Friday, June 24, 2016","Friday, June 24, 2016",Business,Whitebridge,Waverly Place,7.1,Meal/Entertain
"Friday, June 24, 2016","Friday, June 24, 2016",Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain
"Friday, June 24, 2016","Friday, June 24, 2016",Business,Cary,Raleigh,8.6,Errand/Supplies
"Friday, June 24, 2016","Friday, June 24, 2016",Business,Raleigh,Morrisville,9,Errand/Supplies
"Friday, June 24, 2016","Friday, June 24, 2016",Business,Morrisville,Cary,3.1,Errand/Supplies
"Friday, June 24, 2016","Friday, June 24, 2016",Business,Cary,Morrisville,8.4,Temporary Site
"Friday, June 24, 2016","Friday, June 24, 2016",Business,Kenner,New Orleans,12.8,
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,CBD,Bywater,4.5,
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,New Orleans,Chalmette,11.8,Between Offices
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,Chalmette,Arabi,1.1,Errand/Supplies
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,Arabi,Metairie,17,Meal/Entertain
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,Metairie,New Orleans,15.5,Meeting
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,Storyville,Marigny,1.6,
"Saturday, June 25, 2016","Saturday, June 25, 2016",Business,Marigny,Storyville,1.5,
"Sunday, June 26, 2016","Sunday, June 26, 2016",Business,New Orleans,Kenner,12.6,Meeting
"Sunday, June 26, 2016","Sunday, June 26, 2016",Business,Pontchartrain Shores,Pontchartrain Shores,4.8,
"Sunday, June 26, 2016","Sunday, June 26, 2016",Business,Kenner,Kenner,2.2,
"Sunday, June 26, 2016","Sunday, June 26, 2016",Business,Kenner,New Orleans,13,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,New Orleans,Covington,46.9,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Covington,Covington,2.5,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Covington,Covington,8.6,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Covington,Covington,5.2,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Covington,Covington,7.6,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Covington,Covington,1.8,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Covington,Mandeville,4.7,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Mandeville,Mandeville,2.8,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Mandeville,Metairie,30,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Metairie,Kenner,4.4,
"Monday, June 27, 2016","Monday, June 27, 2016",Business,Jamestown Court,Jamestown Court,1,
"Tuesday, June 28, 2016","Tuesday, June 28, 2016",Business,Morrisville,Cary,8.2,Customer Visit
"Tuesday, June 28, 2016","Tuesday, June 28, 2016",Business,Cary,Durham,10.4,Meeting
"Tuesday, June 28, 2016","Tuesday, June 28, 2016",Business,Durham,Cary,9.9,Meeting
"Tuesday, June 28, 2016","Tuesday, June 28, 2016",Business,Durham,Cary,9.9,Meeting
"Wednesday, June 29, 2016","Wednesday, June 29, 2016",Business,Cary,Morrisville,7.3,
"Wednesday, June 29, 2016","Wednesday, June 29, 2016",Business,Morrisville,Cary,7.4,
"Wednesday, June 29, 2016","Wednesday, June 29, 2016",Business,Whitebridge,Westpark Place,1.6,
"Wednesday, June 29, 2016","Wednesday, June 29, 2016",Business,Westpark Place,Whitebridge,1.8,
"Wednesday, June 29, 2016","Wednesday, June 29, 2016",Business,Cary,Durham,10.4,Meeting
"Wednesday, June 29, 2016","Thursday, June 30, 2016",Business,Durham,Cary,9.9,Meeting
"Thursday, June 30, 2016","Thursday, June 30, 2016",Business,Cary,Durham,9.9,Meeting
"Friday, July 1, 2016","Friday, July 1, 2016",Business,Durham,Cary,9.9,Meeting
"Friday, July 1, 2016","Friday, July 1, 2016",Business,Cary,Raleigh,13.3,Meeting
"Friday, July 1, 2016","Friday, July 1, 2016",Business,Raleigh,Cary,11.3,Meeting
"Friday, July 1, 2016","Friday, July 1, 2016",Business,Cary,Durham,10.5,Meeting
"Friday, July 1, 2016","Saturday, July 2, 2016",Business,Durham,Cary,9.9,Meeting
"Saturday, July 2, 2016","Saturday, July 2, 2016",Business,Cary,Durham,10.1,Meeting
"Saturday, July 2, 2016","Sunday, July 3, 2016",Business,Durham,Cary,9.9,Meeting
"Sunday, July 3, 2016","Sunday, July 3, 2016",Business,Cary,Morrisville,3.1,Errand/Supplies
"Sunday, July 3, 2016","Sunday, July 3, 2016",Business,Morrisville,Cary,3.1,Errand/Supplies
"Sunday, July 3, 2016","Sunday, July 3, 2016",Business,Cary,Durham,9.9,Meeting
"Monday, July 4, 2016","Monday, July 4, 2016",Business,Durham,Cary,9.9,Meeting
"Monday, July 4, 2016","Monday, July 4, 2016",Business,Whitebridge,Summerwinds,8.8,Meeting
"Monday, July 4, 2016","Monday, July 4, 2016",Business,Summerwinds,Whitebridge,8.7,Temporary Site
"Monday, July 4, 2016","Monday, July 4, 2016",Business,Cary,Durham,11.8,Meeting
"Tuesday, July 5, 2016","Tuesday, July 5, 2016",Business,Parkwood,Parkwood,1.2,Errand/Supplies
"Tuesday, July 5, 2016","Tuesday, July 5, 2016",Business,Durham,Cary,9.9,Meeting
"Tuesday, July 5, 2016","Tuesday, July 5, 2016",Business,Whitebridge,Whitebridge,0.6,Errand/Supplies
"Tuesday, July 5, 2016","Tuesday, July 5, 2016",Business,Cary,Durham,9.9,
"Tuesday, July 5, 2016","Tuesday, July 5, 2016",Business,Durham,Morrisville,8.6,
"Wednesday, July 6, 2016","Wednesday, July 6, 2016",Business,Morrisville,Cary,6.3,Meal/Entertain
"Wednesday, July 6, 2016","Wednesday, July 6, 2016",Business,Cary,Durham,9.9,Meeting
"Wednesday, July 6, 2016","Wednesday, July 6, 2016",Business,Durham,Cary,9.9,
"Wednesday, July 6, 2016","Wednesday, July 6, 2016",Business,Cary,Morrisville,3.3,Meal/Entertain
"Wednesday, July 6, 2016","Wednesday, July 6, 2016",Business,Morrisville,Cary,3.1,Customer Visit
"Thursday, July 7, 2016","Thursday, July 7, 2016",Business,Cary,Morrisville,7.9,Temporary Site
"Thursday, July 7, 2016","Thursday, July 7, 2016",Business,Morrisville,Cary,8.9,
"Thursday, July 7, 2016","Thursday, July 7, 2016",Business,Kenner,New Orleans,12.8,
"Friday, July 8, 2016","Friday, July 8, 2016",Business,CBD,Pontchartrain Beach,7.7,
"Friday, July 8, 2016","Friday, July 8, 2016",Business,Pontchartrain Beach,CBD,7,
"Friday, July 8, 2016","Friday, July 8, 2016",Business,New Orleans,Metairie,12.5,
"Friday, July 8, 2016","Friday, July 8, 2016",Business,Kenner,New Orleans,13.2,
"Saturday, July 9, 2016","Saturday, July 9, 2016",Business,New Orleans,Kenner,13,
"Saturday, July 9, 2016","Saturday, July 9, 2016",Business,Kenner,Metairie,4.9,
"Saturday, July 9, 2016","Saturday, July 9, 2016",Business,Metairie,New Orleans,8.5,
"Sunday, July 10, 2016","Sunday, July 10, 2016",Business,CBD,St Thomas,1.3,
"Sunday, July 10, 2016","Sunday, July 10, 2016",Business,St Thomas,CBD,1.8,
"Sunday, July 10, 2016","Sunday, July 10, 2016",Business,New Orleans,Kenner,13.6,
"Sunday, July 10, 2016","Sunday, July 10, 2016",Business,Kenner,New Orleans,13.4,
"Tuesday, July 12, 2016","Tuesday, July 12, 2016",Business,New Orleans,Kenner,12.3,
"Tuesday, July 12, 2016","Tuesday, July 12, 2016",Personal,Kenner,Kenner,1.4,
"Tuesday, July 12, 2016","Wednesday, July 13, 2016",Personal,Morrisville,Cary,8.7,
"Wednesday, July 13, 2016","Wednesday, July 13, 2016",Personal,Cary,Morrisville,23.5,
"Wednesday, July 13, 2016","Wednesday, July 13, 2016",Personal,Morrisville,Morrisville,2.2,
"Wednesday, July 13, 2016","Wednesday, July 13, 2016",Personal,Morrisville,Cary,4.4,
"Thursday, July 14, 2016","Thursday, July 14, 2016",Personal,Cary,Morrisville,3.3,
"Thursday, July 14, 2016","Thursday, July 14, 2016",Business,Morrisville,Morrisville,11.8,Errand/Supplies
"Thursday, July 14, 2016","Thursday, July 14, 2016",Business,Morrisville,Banner Elk,195.3,
"Friday, July 15, 2016","Friday, July 15, 2016",Personal,Banner Elk,Banner Elk,8.3,
"Friday, July 15, 2016","Friday, July 15, 2016",Personal,Banner Elk,Banner Elk,3.2,
